timestamp,latitude,longitude,vehicle_count,average_speed,weather,road_type,day_of_week,hour,is_weekend,is_holiday,congestion_score,congestion_level,co2_emissions
2026-06-24 15:25:50.783243,40.7121001751024,-74.00585230577438,81,43.0,Clear,Arterial,2,15,0,False,38.14885176038034,Medium,64.8
2026-06-15 09:54:50.783243,40.76125836324977,-73.98597062527082,213,15.0,Clear,Highway,0,9,0,False,78.52649804873566,High,255.6
2026-07-03 19:37:50.783243,40.75954943973804,-73.98716642625114,59,44.0,Clear,Highway,4,19,0,False,36.558720887608,Medium,47.2
2026-06-07 10:12:50.783243,40.7069045667789,-73.99635015136421,58,22.0,Snowy,Arterial,6,10,1,False,44.71996370177288,Medium,46.4
2026-06-29 08:09:50.783243,40.76179715872669,-73.98525279509155,217,12.0,Clear,Arterial,0,8,0,False,77.99482438849245,High,260.4
2026-06-09 07:19:50.783243,40.74920597348631,-73.98369847451107,72,26.0,Rainy,Arterial,1,7,0,False,47.544659985729155,Medium,57.6
2026-07-02 04:01:50.783243,40.71333613257433,-74.00462687446816,22,56.0,Rainy,Highway,3,4,0,False,16.206144076466806,Low,8.8
2026-06-28 03:11:50.783243,40.75854163073702,-73.98295476654516,25,58.0,Clear,Highway,6,3,1,False,16.398705195520925,Low,10.0
2026-06-08 02:33:50.783243,40.74735270670036,-73.98611355328937,21,50.0,Rainy,Arterial,0,2,0,False,18.31053172454977,Low,8.4
2026-07-01 22:38:50.783243,40.70565783107355,-73.99488073260456,106,46.0,Clear,Highway,2,22,0,False,37.579231288610906,Medium,84.8
2026-06-20 15:02:50.783243,40.714016714888665,-74.00817919384383,116,48.0,Clear,Arterial,5,15,1,False,39.32398479041841,Medium,92.8
2026-06-07 00:49:50.783243,40.75937360384831,-73.98464155615432,25,45.0,Snowy,Highway,6,0,1,False,19.201383148202908,Low,10.0
2026-06-15 05:22:50.783243,40.751129459028085,-73.98389017209564,43,62.0,Clear,Highway,0,5,0,False,7.7542662826328135,Low,17.2
2026-06-29 18:21:50.783243,40.70820505495519,-73.99585314509119,177,13.0,Clear,Arterial,0,18,0,False,79.58603588445655,High,212.4
2026-06-19 15:41:50.783243,40.708262575141426,-73.9957238086137,68,27.0,Rainy,Local,4,15,0,False,45.609936992332045,Medium,54.4
2026-06-20 11:39:50.783243,40.757692413911485,-73.98284187659924,111,39.0,Clear,Arterial,5,11,1,False,41.93891663376096,Medium,88.8
2026-06-16 19:58:50.783243,40.74938340586931,-73.98513107869226,106,37.0,Clear,Local,1,19,0,False,43.02552141494318,Medium,84.8
2026-06-18 04:24:50.783243,40.75791324816922,-73.9838182121594,31,44.0,Rainy,Arterial,3,4,0,False,29.905793945991277,Low,12.4
2026-06-24 18:52:50.783243,40.71235922944548,-74.00444090742043,180,10.0,Clear,Local,2,18,0,False,68.8480959904226,Medium,144.0
2026-06-28 15:17:50.783243,40.705137811851856,-73.99621747890792,82,27.0,Rainy,Arterial,6,15,1,False,47.57570848839641,Medium,65.6
2026-06-25 05:02:50.783243,40.71446679903498,-74.0054407505123,31,55.0,Clear,Local,3,5,0,False,17.7723308253013,Low,12.4
2026-06-06 11:42:50.783243,40.757895786562365,-73.98468716806687,118,29.0,Rainy,Arterial,5,11,1,False,51.325829999568114,Medium,94.4
2026-06-15 21:02:50.783243,40.74718311432129,-73.98514709875631,103,35.0,Clear,Local,0,21,0,False,46.43419636229422,Medium,82.4
2026-06-30 21:07:50.783243,40.74795612236847,-73.98405093391771,84,44.0,Clear,Highway,1,21,0,False,33.97574722937791,Low,33.6
2026-06-14 23:33:50.783243,40.7070446248176,-73.99529288304717,44,55.0,Clear,Arterial,6,23,1,False,22.39042402924462,Low,17.6
2026-06-19 17:47:50.783243,40.7148190944651,-74.00480136768172,244,19.0,Clear,Highway,4,17,0,False,82.73157589221752,High,292.8
2026-06-30 05:28:50.783243,40.7568022205279,-73.98282457981544,34,53.0,Clear,Local,1,5,0,False,13.996334939561503,Low,13.6
2026-06-08 11:55:50.783243,40.74945277392823,-73.98579292911914,70,41.0,Clear,Local,0,11,0,False,37.33912202549798,Medium,56.0
2026-06-22 19:32:50.783243,40.74937858307436,-73.98546382811256,91,32.0,Rainy,Highway,0,19,0,False,44.11330670521979,Medium,72.8
2026-06-18 10:07:50.783243,40.712267427033446,-74.00408250579453,103,39.0,Clear,Arterial,3,10,0,False,38.34807217649342,Medium,82.4
2026-06-16 19:58:50.783243,40.70809630077055,-73.9956302228624,71,47.0,Clear,Local,1,19,0,False,30.290665583435757,Low,28.4
2026-06-05 19:40:50.783243,40.70642185110506,-73.99544646493956,87,32.0,Clear,Local,4,19,0,False,44.40644217263092,Medium,69.6
2026-06-22 17:59:50.783243,40.75764573317777,-73.98566977039337,185,13.0,Clear,Arterial,0,17,0,False,73.11832287218301,High,222.0
2026-06-21 08:32:50.783243,40.75720407699759,-73.98416593316415,257,5.0,Rainy,Local,6,8,1,False,90.15414249734869,High,308.4
2026-06-21 09:55:50.783243,40.746867839066006,-73.98326185221126,207,24.0,Clear,Highway,6,9,1,False,69.25765734500969,Medium,165.6
2026-06-28 15:17:50.783243,40.74949486723932,-73.98522698721165,69,36.0,Clear,Highway,6,15,1,False,41.28686508690083,Medium,55.2
2026-06-22 17:39:50.783243,40.7460770725517,-73.98643673062071,130,11.0,Clear,Highway,0,17,0,False,65.32682036779552,Medium,104.0
2026-06-18 14:18:50.783243,40.74778291525496,-73.98642607445457,86,37.0,Clear,Highway,3,14,0,False,37.97394494846242,Medium,68.8
2026-06-22 17:18:50.783243,40.71109214894043,-74.00656910674847,213,17.0,Clear,Highway,0,17,0,False,77.70062153512276,High,255.6
2026-07-02 00:06:50.783243,40.75969983834233,-73.98382554749736,33,64.0,Clear,Highway,3,0,0,False,10.660481461778934,Low,13.2
2026-06-07 08:52:50.783243,40.7076537709573,-73.99696113377476,129,17.0,Clear,Highway,6,8,1,False,60.51064481892155,Medium,103.2
2026-06-25 22:53:50.783243,40.76164883556522,-73.98387877235683,102,31.0,Clear,Arterial,3,22,0,False,46.51055308257493,Medium,81.6
2026-06-10 15:19:50.783243,40.74765092355211,-73.98314595526747,64,44.0,Clear,Local,2,15,0,False,26.475490911635365,Low,25.6
2026-06-05 08:05:50.783243,40.70564338538049,-73.99653676376388,157,12.0,Clear,Highway,4,8,0,False,68.89719606697808,Medium,125.6
2026-06-27 21:53:50.783243,40.71091733837611,-74.0065267943027,111,37.0,Clear,Local,5,21,1,False,43.364422476595365,Medium,88.8
2026-06-06 03:49:50.783243,40.757561511914716,-73.9844968676127,13,61.0,Clear,Highway,5,3,1,False,17.075451285620794,Low,5.2
2026-06-06 00:44:50.783243,40.705454421785404,-73.99632942782767,37,54.0,Clear,Highway,5,0,1,False,19.44738659061366,Low,14.8
2026-06-09 18:54:50.783243,40.7476015316011,-73.98390729123024,191,23.0,Clear,Highway,1,18,0,False,65.00604747264137,Medium,152.8
2026-06-10 01:22:50.783243,40.713822039265665,-74.00538708903845,50,54.0,Rainy,Highway,2,1,0,False,16.7645521219193,Low,20.0
2026-06-18 21:01:50.783243,40.74920222600451,-73.98385652924627,71,33.0,Clear,Local,3,21,0,False,38.79800315801192,Medium,56.8
2026-06-24 00:19:50.783243,40.71275900209884,-74.00698429393233,42,50.0,Clear,Highway,2,0,0,False,24.50167519629405,Low,16.8
2026-06-12 14:57:50.783243,40.71273288522886,-74.00782091255924,88,34.0,Clear,Arterial,4,14,0,False,39.2870356285326,Medium,70.4
2026-06-28 06:48:50.783243,40.75117884709316,-73.9840035247903,51,21.0,Snowy,Highway,6,6,1,False,45.50076647502223,Medium,40.8
2026-06-14 15:57:50.783243,40.71356240295951,-74.00011064344035,89,48.0,Clear,Local,6,15,1,False,32.88654871831283,Low,35.6
2026-06-06 07:27:50.783243,40.705647753954715,-73.99652623199242,58,44.0,Clear,Highway,5,7,1,False,24.46917526846494,Low,23.2
2026-06-17 13:53:50.783243,40.75904868980423,-73.98606529604656,61,30.0,Clear,Highway,2,13,0,False,37.8980917269086,Medium,48.8
2026-06-20 20:39:50.783243,40.7147438076728,-74.00707824858141,66,22.0,Snowy,Highway,5,20,1,False,47.90848833290255,Medium,52.8
2026-06-23 14:41:50.783243,40.707912675762024,-73.99434575949098,98,48.0,Clear,Highway,1,14,0,False,34.22073022434613,Low,39.2
2026-06-11 10:20:50.783243,40.75220027424802,-73.98468427970046,105,35.0,Clear,Arterial,3,10,0,False,43.732936841537,Medium,84.0
2026-06-13 07:38:50.783243,40.7576796843684,-73.98800337701928,62,49.0,Clear,Arterial,5,7,1,False,25.06409837600241,Low,24.8
2026-06-09 08:25:50.783243,40.757022932630356,-73.98580265077243,218,23.0,Clear,Arterial,1,8,0,False,67.16804079143336,Medium,174.4
2026-06-19 04:28:50.783243,40.704779669713766,-73.99879047143702,36,58.0,Clear,Arterial,4,4,0,False,11.364487200672832,Low,14.4
2026-06-12 15:47:50.783243,40.71396611102915,-74.00529999352705,83,32.0,Clear,Arterial,4,15,0,False,45.925126406783306,Medium,66.4
2026-06-10 14:01:50.783243,40.70467662521876,-73.99427895520313,64,24.0,Rainy,Highway,2,14,0,False,50.30587582433529,Medium,51.2
2026-06-09 09:44:50.783243,40.74674055973138,-73.98693677124228,224,5.0,Rainy,Local,1,9,0,False,89.64971758440598,High,268.8
2026-06-08 08:04:50.783243,40.74892875745253,-73.98655552704962,241,14.0,Clear,Local,0,8,0,False,78.32423083028091,High,289.2
2026-06-24 13:27:50.783243,40.708158092135925,-73.99960833589212,72,29.0,Snowy,Highway,2,13,0,False,45.34158736649524,Medium,57.6
2026-06-29 15:19:50.783243,40.748500222324765,-73.98408461576206,96,33.0,Clear,Highway,0,15,0,False,47.59285205370989,Medium,76.8
2026-07-04 20:25:50.783243,40.70624005856141,-73.998595305587,59,49.0,Clear,Local,5,20,1,False,24.981873199212828,Low,23.6
2026-06-19 13:21:50.783243,40.7141305465332,-74.00372782693071,128,30.0,Rainy,Arterial,4,13,0,False,57.86360145530669,Medium,102.4
2026-06-09 02:57:50.783243,40.70586711142676,-73.99976171133682,21,56.0,Clear,Arterial,1,2,0,False,15.152529251734693,Low,8.4
2026-07-02 10:13:50.783243,40.706723964931825,-73.99809699010326,35,22.0,Snowy,Arterial,3,10,0,False,40.38313068194721,Medium,28.0
2026-06-28 18:56:50.783243,40.71343017699738,-74.00587894006043,198,10.0,Clear,Local,6,18,1,False,75.37768195040604,High,237.6
2026-06-11 04:07:50.783243,40.75844732791942,-73.98549857075642,11,48.0,Snowy,Arterial,3,4,0,False,17.042144977384144,Low,4.4
2026-06-11 22:47:50.783243,40.74625307641854,-73.98596367288265,84,35.0,Clear,Highway,3,22,0,False,45.61002389257822,Medium,67.2
2026-06-08 03:24:50.783243,40.75869779869274,-73.98615984086825,27,53.0,Clear,Arterial,0,3,0,False,18.63195777984895,Low,10.8
2026-06-10 06:45:50.783243,40.74941354542409,-73.98508582421711,112,40.0,Clear,Arterial,2,6,0,False,36.69948237119905,Medium,89.6
2026-06-12 04:02:50.783243,40.7060039084422,-73.99610516026767,33,62.0,Clear,Local,4,4,0,False,11.741788261732584,Low,13.2
2026-06-11 12:22:50.783243,40.75898201911272,-73.98495139638612,86,45.0,Clear,Highway,3,12,0,False,31.1716645247241,Low,34.4
2026-06-08 17:12:50.783243,40.747084604323824,-73.98737217585708,122,15.0,Clear,Local,0,17,0,False,56.96236706725024,Medium,97.6
2026-06-30 06:22:50.783243,40.70662641375734,-73.9944604293915,106,45.0,Clear,Arterial,1,6,0,False,41.51242236286981,Medium,84.8
2026-06-30 17:53:50.783243,40.759281387419605,-73.98565813236218,198,5.0,Snowy,Highway,1,17,0,False,83.19214115850473,High,237.6
2026-06-17 19:56:50.783243,40.70345310613608,-73.99723848505482,67,44.0,Clear,Arterial,2,19,0,False,32.497401042056545,Low,26.8
2026-06-07 14:41:50.783243,40.749077416024086,-73.98624830592563,66,33.0,Clear,Highway,6,14,1,False,38.71460430301484,Medium,52.8
2026-06-27 10:06:50.783243,40.75839543200533,-73.98317645478883,84,30.0,Clear,Arterial,5,10,1,False,44.24887498629478,Medium,67.2
2026-06-15 03:45:50.783243,40.71264293011206,-74.01005522019464,18,56.0,Clear,Local,0,3,0,False,16.96321952970124,Low,7.2
2026-06-13 13:56:50.783243,40.71317721041341,-74.00629140369797,77,31.0,Clear,Arterial,5,13,1,False,43.359793330913696,Medium,61.6
2026-06-09 17:41:50.783243,40.71274124144409,-74.00609383262898,144,23.0,Clear,Highway,1,17,0,False,56.26119692809634,Medium,115.2
2026-06-09 13:47:50.783243,40.758740667759234,-73.98497477831172,94,36.0,Clear,Highway,1,13,0,False,39.03257619822481,Medium,75.2
2026-06-10 20:17:50.783243,40.76013496417816,-73.98667481886135,75,27.0,Rainy,Highway,2,20,0,False,43.47578902049172,Medium,60.0
2026-06-27 13:22:50.783243,40.71475046978821,-74.00683959786821,53,36.0,Clear,Highway,5,13,1,False,41.95171868032218,Medium,42.4
2026-06-13 12:04:50.783243,40.74733856115776,-73.98676826079625,71,34.0,Rainy,Local,5,12,1,False,40.08299397091961,Medium,56.8
2026-06-22 10:54:50.783243,40.71163744871586,-74.00601640675552,95,36.0,Rainy,Highway,0,10,0,False,42.99636427934498,Medium,76.0
2026-06-21 05:23:50.783243,40.747423403997125,-73.98665091811483,24,53.0,Clear,Arterial,6,5,1,False,14.984688043243827,Low,9.6
2026-06-20 18:51:50.783243,40.74579477538718,-73.98581735788851,174,13.0,Clear,Arterial,5,18,1,False,67.75199162614413,Medium,139.2
2026-07-04 03:08:50.783243,40.70415927089729,-73.99875118170252,39,62.0,Clear,Local,5,3,1,False,11.868344897114586,Low,15.6
2026-06-25 21:41:50.783243,40.707559494818,-73.99746324082952,68,35.0,Clear,Arterial,3,21,0,False,39.249551853193736,Medium,54.4
2026-06-22 17:30:50.783243,40.74783494935514,-73.98600947220542,245,20.0,Clear,Arterial,0,17,0,False,79.58277281798964,High,294.0
2026-07-02 11:59:50.783243,40.761644430302574,-73.98571452988895,41,18.0,Snowy,Arterial,3,11,0,False,49.68600446746917,Medium,32.8
2026-06-05 05:26:50.783243,40.76223902832864,-73.98508361327164,19,51.0,Clear,Arterial,4,5,0,False,19.915537907311915,Low,7.6
2026-06-15 06:37:50.783243,40.71153414881963,-74.00850393402031,80,40.0,Clear,Highway,0,6,0,False,36.22381856840066,Medium,64.0
2026-06-13 08:23:50.783243,40.71349038379527,-74.00403628341962,211,10.0,Clear,Arterial,5,8,1,False,79.27248704489968,High,253.2
2026-06-12 12:09:50.783243,40.75713293869893,-73.98259916383267,89,47.0,Clear,Local,4,12,0,False,34.971909572098355,Low,35.6
2026-06-25 09:26:50.783243,40.757797044808974,-73.98401778101437,179,15.0,Clear,Highway,3,9,0,False,74.63400157942249,High,214.8
2026-06-11 00:34:50.783243,40.75701002778234,-73.98564061497835,42,62.0,Clear,Arterial,3,0,0,False,14.869979587905263,Low,16.8
2026-06-25 20:17:50.783243,40.71291839172861,-74.00645545780549,83,31.0,Clear,Highway,3,20,0,False,42.270002050719334,Medium,66.4
2026-06-07 16:08:50.783243,40.70638421973183,-73.9953888340402,69,36.0,Clear,Arterial,6,16,1,False,33.22291900127831,Low,27.6
2026-06-08 15:16:50.783243,40.75891874898286,-73.9807973954165,88,36.0,Rainy,Arterial,0,15,0,False,36.149517710278836,Medium,70.4
2026-06-18 06:12:50.783243,40.75870163541881,-73.98748821529169,77,35.0,Rainy,Local,3,6,0,False,39.449320707391884,Medium,61.6
2026-06-24 04:03:50.783243,40.70574801099368,-73.99668431798511,29,51.0,Clear,Highway,2,4,0,False,21.901102180286394,Low,11.6
2026-06-08 12:59:50.783243,40.7057787381943,-73.99702509043169,70,37.0,Clear,Arterial,0,12,0,False,36.687847684930006,Medium,56.0
2026-07-03 07:07:50.783243,40.71375454859163,-74.00649098029442,76,49.0,Clear,Highway,4,7,0,False,18.336565571879568,Low,30.4
2026-06-28 15:55:50.783243,40.748739887987234,-73.98336191818073,66,48.0,Clear,Highway,6,15,1,False,31.18228161799664,Low,26.4
2026-06-19 19:55:50.783243,40.704906465355506,-73.99717577032108,50,49.0,Clear,Highway,4,19,0,False,20.738782870291463,Low,20.0
2026-06-06 19:34:50.783243,40.74801380972263,-73.98397933210933,69,43.0,Clear,Highway,5,19,1,False,25.602265183704983,Low,27.6
2026-06-07 21:02:50.783243,40.71539807393705,-74.0049456773021,100,30.0,Clear,Highway,6,21,1,False,46.32363217822906,Medium,80.0
2026-06-17 13:07:50.783243,40.70584297351079,-73.9952129562148,88,33.0,Clear,Local,2,13,0,False,42.62508208973864,Medium,70.4
2026-06-17 10:42:50.783243,40.70601914272649,-73.99837345537057,112,34.0,Rainy,Highway,2,10,0,False,47.276695303484274,Medium,89.6
2026-06-27 23:45:50.783243,40.711443897565395,-74.00832344078758,37,58.0,Clear,Highway,5,23,1,False,15.56696580564315,Low,14.8
2026-06-12 14:24:50.783243,40.75726175455092,-73.98384787301052,76,40.0,Clear,Arterial,4,14,0,False,35.74535651509211,Medium,60.8
2026-06-08 09:16:50.783243,40.71484923194241,-74.00677873598418,194,5.0,Rainy,Arterial,0,9,0,False,78.55067908261393,High,232.8
2026-07-04 19:43:50.783243,40.70553872958602,-73.99713334854178,75,35.0,Clear,Highway,5,19,1,False,45.242022121737065,Medium,60.0
2026-06-11 03:11:50.783243,40.71062334041925,-74.00384880091515,5,45.0,Snowy,Arterial,3,3,0,False,16.407488382659523,Low,2.0
2026-06-18 21:12:50.783243,40.70609827981639,-73.99798310198949,106,48.0,Clear,Highway,3,21,0,False,33.934467971081794,Low,42.4
2026-06-14 01:26:50.783243,40.76033993501165,-73.98272478408413,39,53.0,Clear,Highway,6,1,1,False,18.567153459215053,Low,15.6
2026-06-09 16:38:50.783243,40.75812010014826,-73.98583810510642,97,31.0,Rainy,Highway,1,16,0,False,41.83952062214623,Medium,77.6
2026-06-17 10:07:50.783243,40.747008731709705,-73.98553721808588,109,27.0,Rainy,Highway,2,10,0,False,51.58379644056275,Medium,87.2
2026-06-11 01:32:50.783243,40.75761664914536,-73.98664190514161,13,50.0,Clear,Highway,3,1,0,False,16.410770741921656,Low,5.2
2026-06-11 05:46:50.783243,40.74992907896544,-73.98618644057522,36,63.0,Clear,Highway,3,5,0,False,11.371132741626013,Low,14.4
2026-06-19 12:59:50.783243,40.710650591318974,-74.0059821076439,88,45.0,Clear,Arterial,4,12,0,False,35.64469264116235,Medium,70.4
2026-06-28 16:28:50.783243,40.7474830959012,-73.98745159003141,100,26.0,Snowy,Highway,6,16,1,False,46.675730768793194,Medium,80.0
2026-06-12 00:32:50.783243,40.748186721751516,-73.9835891115374,35,62.0,Clear,Arterial,4,0,0,False,15.070398564361971,Low,14.0
2026-06-13 11:36:50.783243,40.74966642484214,-73.98596241684899,79,39.0,Clear,Local,5,11,1,False,34.437414963545585,Low,31.6
2026-06-20 10:34:50.783243,40.74646106197927,-73.98649825284468,93,47.0,Clear,Local,5,10,1,False,28.811742584187062,Low,37.2
2026-06-27 17:37:50.783243,40.74756100509279,-73.98379624101531,251,12.0,Rainy,Arterial,5,17,1,False,86.64582152534533,High,301.2
2026-06-17 22:04:50.783243,40.758549850802034,-73.98516119173468,84,37.0,Rainy,Highway,2,22,0,False,39.16742134958629,Medium,67.2
2026-06-13 20:39:50.783243,40.714172642109375,-74.00576433695825,117,34.0,Rainy,Local,5,20,1,False,43.7688390513388,Medium,93.6
2026-07-03 10:21:50.783243,40.71030266136981,-74.00386973455596,62,40.0,Rainy,Highway,4,10,0,False,36.568070440447876,Medium,49.6
2026-06-30 02:52:50.783243,40.710711415708325,-74.0044166830968,48,44.0,Rainy,Highway,1,2,0,False,27.279399439989103,Low,19.2
2026-06-09 12:36:50.783243,40.71595550965459,-74.00510540439632,64,36.0,Clear,Highway,1,12,0,False,44.566454805897706,Medium,51.2
2026-06-26 08:39:50.783243,40.7587786822532,-73.98502161226426,229,17.0,Clear,Highway,4,8,0,False,75.71865847032979,High,274.8
2026-06-07 01:35:50.783243,40.749855295240025,-73.98750740340184,25,56.0,Rainy,Highway,6,1,1,False,11.568184800810197,Low,10.0
2026-07-01 15:27:50.783243,40.70618788070631,-73.99682152217827,100,44.0,Clear,Arterial,2,15,0,False,34.373855192771046,Low,40.0
2026-07-01 21:18:50.783243,40.704207871512374,-73.99613898846715,94,42.0,Clear,Highway,2,21,0,False,37.57248550185429,Medium,75.2
2026-06-19 05:04:50.783243,40.749037134271695,-73.98390885712507,21,64.0,Clear,Arterial,4,5,0,False,10.834869983755253,Low,8.4
2026-06-25 15:48:50.783243,40.75991497190895,-73.98293326876659,94,41.0,Clear,Arterial,3,15,0,False,33.537121451635215,Low,37.6
2026-07-03 02:36:50.783243,40.74882441927676,-73.98519041421093,37,53.0,Rainy,Arterial,4,2,0,False,22.51018714065853,Low,14.8
2026-06-08 16:55:50.783243,40.709484935816064,-74.00434389408608,75,32.0,Clear,Arterial,0,16,0,False,41.95315073219342,Medium,60.0
2026-06-17 08:29:50.783243,40.70567447295948,-73.99484785227735,173,15.0,Clear,Arterial,2,8,0,False,66.16109907413241,Medium,138.4
2026-06-27 00:17:50.783243,40.74951496819431,-73.9875322425946,17,48.0,Snowy,Highway,5,0,1,False,16.329491200234905,Low,6.8
2026-06-26 18:53:50.783243,40.749474166047115,-73.98659279509641,210,22.0,Clear,Highway,4,18,0,False,67.60411638403662,Medium,168.0
2026-06-29 15:40:50.783243,40.74675286305984,-73.98564126811227,58,42.0,Clear,Highway,0,15,0,False,30.594540319204548,Low,23.2
2026-06-12 23:19:50.783243,40.74925163561563,-73.98691584706444,14,39.0,Snowy,Highway,4,23,0,False,23.6720278476762,Low,5.6
2026-07-02 18:11:50.783243,40.75789265684912,-73.98493057795135,194,23.0,Clear,Highway,3,18,0,False,60.820284152775926,Medium,155.2
2026-06-08 22:49:50.783243,40.75694801538164,-73.98516550052962,113,46.0,Clear,Highway,0,22,0,False,38.05848256980498,Medium,90.4
2026-06-24 07:32:50.783243,40.74609827980289,-73.98444185678413,65,31.0,Clear,Local,2,7,0,False,35.02588890446612,Medium,52.0
2026-06-24 02:23:50.783243,40.711200647602155,-74.00281284289548,28,50.0,Clear,Highway,2,2,0,False,17.46815882933735,Low,11.2
2026-06-09 00:32:50.783243,40.75900688062487,-73.98704026143781,41,58.0,Clear,Highway,1,0,0,False,19.572588614536638,Low,16.4
2026-06-21 04:42:50.783243,40.75843626928296,-73.98676886745302,33,53.0,Clear,Arterial,6,4,1,False,21.30241132650938,Low,13.2
2026-06-24 08:55:50.783243,40.70895493903159,-73.99576888610027,228,10.0,Rainy,Arterial,2,8,0,False,78.25193772297412,High,273.6
2026-06-19 01:44:50.783243,40.71225412090977,-74.00641495380374,7,38.0,Snowy,Arterial,4,1,0,False,28.141349237434863,Low,2.8
2026-07-01 18:17:50.783243,40.713848530462876,-74.00636526568385,161,22.0,Clear,Arterial,2,18,0,False,63.216959839923256,Medium,128.8
2026-06-22 03:27:50.783243,40.70682089806941,-73.99720402660276,16,51.0,Clear,Local,0,3,0,False,20.966924595962684,Low,6.4
2026-06-05 03:37:50.783243,40.71268756605249,-74.00527167605705,40,58.0,Clear,Highway,4,3,0,False,13.209420976063747,Low,16.0
2026-06-05 12:50:50.783243,40.76004615794449,-73.98585205390751,119,32.0,Clear,Arterial,4,12,0,False,51.57792624428105,Medium,95.2
2026-06-05 15:32:50.783243,40.74745802612027,-73.98412322432976,121,37.0,Rainy,Local,4,15,0,False,39.82439166266461,Medium,96.8
2026-07-02 04:13:50.783243,40.759065481658766,-73.98389725352618,28,55.0,Clear,Highway,3,4,0,False,16.449166272871466,Low,11.2
2026-06-30 10:00:50.783243,40.706712079270254,-73.99607380364158,91,46.0,Clear,Local,1,10,0,False,30.716177684215545,Low,36.4
2026-06-17 00:56:50.783243,40.74947741161046,-73.98690255756397,15,62.0,Clear,Highway,2,0,0,False,5.116639170572662,Low,6.0
2026-07-04 09:06:50.783243,40.74877445171368,-73.98655230805409,194,15.0,Clear,Arterial,5,9,1,False,69.13443547733156,Medium,155.2
2026-07-02 21:56:50.783243,40.74866687521051,-73.98380195086045,100,49.0,Clear,Arterial,3,21,0,False,29.219480834654338,Low,40.0
2026-06-19 01:32:50.783243,40.71360871617693,-74.00453244509335,5,45.0,Snowy,Highway,4,1,0,False,24.252848135616663,Low,2.0
2026-06-11 04:40:50.783243,40.744803751693304,-73.98502460004804,36,44.0,Rainy,Local,3,4,0,False,23.532731242741402,Low,14.4
2026-06-26 04:39:50.783243,40.7062090869411,-73.99661905667526,33,53.0,Clear,Arterial,4,4,0,False,18.96507176388338,Low,13.2
2026-06-21 22:06:50.783243,40.748921383653844,-73.9854167304643,62,36.0,Rainy,Highway,6,22,1,False,36.19469664819059,Medium,49.6
2026-06-21 10:48:50.783243,40.75497113590962,-73.98719560338047,80,35.0,Clear,Highway,6,10,1,False,34.47744290355829,Low,32.0
2026-06-16 02:39:50.783243,40.707417293195626,-73.99753017034236,39,62.0,Clear,Arterial,1,2,0,False,13.430075787698566,Low,15.6
2026-06-30 17:12:50.783243,40.70609587463845,-73.99686840970244,204,16.0,Clear,Arterial,1,17,0,False,70.98022435330823,High,244.8
2026-06-24 16:26:50.783243,40.705487046131196,-73.99618177187767,65,48.0,Clear,Highway,2,16,0,False,22.808393502446354,Low,26.0
2026-06-11 17:16:50.783243,40.74690727727722,-73.9859722547432,239,5.0,Rainy,Local,3,17,0,False,91.31729848405337,High,286.8
2026-06-13 00:42:50.783243,40.71329366016807,-74.00412073604836,27,60.0,Clear,Arterial,5,0,1,False,10.149359837189591,Low,10.8
2026-06-09 08:55:50.783243,40.71248135660514,-74.00374367857576,158,22.0,Clear,Local,1,8,0,False,60.06961186538526,Medium,126.4
2026-07-04 18:17:50.783243,40.748426419877894,-73.98716304904092,235,8.0,Rainy,Highway,5,18,1,False,84.64157028362098,High,282.0
2026-07-01 20:49:50.783243,40.74857339699559,-73.98737460716993,91,48.0,Clear,Highway,2,20,0,False,34.846238081518564,Low,36.4
2026-06-22 03:37:50.783243,40.76027401547968,-73.98618340332548,44,63.0,Clear,Local,0,3,0,False,12.052246464993273,Low,17.6
2026-06-14 15:33:50.783243,40.75742430912346,-73.98361380286748,67,46.0,Clear,Arterial,6,15,1,False,27.971181831198844,Low,26.8
2026-06-15 09:03:50.783243,40.70622761854797,-73.99720437619452,154,11.0,Clear,Local,0,9,0,False,67.04296913988772,Medium,123.2
2026-06-05 01:39:50.783243,40.75865349719117,-73.9847818599704,45,53.0,Rainy,Local,4,1,0,False,20.768198344963494,Low,18.0
2026-06-18 18:21:50.783243,40.70633919376021,-73.99823918127323,198,11.0,Clear,Highway,3,18,0,False,72.40529478048141,High,237.6
2026-06-22 04:19:50.783243,40.7116114466578,-74.0054914183233,21,55.0,Clear,Arterial,0,4,0,False,16.476557678407573,Low,8.4
2026-06-29 22:56:50.783243,40.759518163741525,-73.98426404355934,67,35.0,Clear,Highway,0,22,0,False,37.1475330737232,Medium,53.6
2026-07-03 08:03:50.783243,40.76087216973839,-73.98594826693233,174,19.0,Clear,Local,4,8,0,False,65.76899304262919,Medium,139.2
2026-06-07 06:24:50.783243,40.74921344815395,-73.98499339007859,116,31.0,Clear,Arterial,6,6,1,False,50.20091149072965,Medium,92.8
2026-06-18 22:27:50.783243,40.76075648063627,-73.98453034854595,101,35.0,Clear,Highway,3,22,0,False,43.30503930019369,Medium,80.8
2026-06-09 22:58:50.783243,40.71404234453528,-74.0043637074941,112,44.0,Clear,Arterial,1,22,0,False,42.05491399577455,Medium,89.6
2026-06-09 01:59:50.783243,40.70804409459267,-73.9985607352252,11,64.0,Clear,Local,1,1,0,False,4.975467178209939,Low,4.4
